<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.06.02	08:00:00	1.28754	1.28798	1.28553	1.28559	16460	11446712000	11
2017.06.02	12:00:00	1.28559	1.29029	1.28453	1.28845	26492	19631263000	11
2017.06.02	16:00:00	1.28847	1.29031	1.28537	1.28837	28537	23310969000	11
2017.06.02	20:00:00	1.28837	1.28899	1.28768	1.28813	12787	5915518000	11
2017.06.05	00:00:00	1.28551	1.28764	1.28551	1.28652	11017	0	11
2017.06.05	04:00:00	1.28655	1.28713	1.28590	1.28691	8055	0	11
2017.06.05	08:00:00	1.28691	1.28909	1.28615	1.28903	14385	0	11
2017.06.05	12:00:00	1.28899	1.29151	1.28826	1.28962	18400	0	11
2017.06.05	16:00:00	1.28967	1.29405	1.28939	1.29238	17552	0	11
2017.06.05	20:00:00	1.29238	1.29267	1.29006	1.29030	8472	0	11
2017.06.06	00:00:00	1.29019	1.29142	1.28926	1.29141	8785	0	11
2017.06.06	04:00:00	1.29142	1.29307	1.29097	1.29271	11205	0	11
2017.06.06	08:00:00	1.29272	1.29491	1.29052	1.29228	17770	0	11
2017.06.06	12:00:00	1.29227	1.29244	1.28714	1.28878	20941	0	11
2017.06.06	16:00:00	1.28881	1.29025	1.28770	1.28835	20173	0	11
2017.06.06	20:00:00	1.28834	1.29128	1.28789	1.29115	10629	0	11
2017.06.07	00:00:00	1.29054	1.29135	1.28975	1.29017	9379	0	11
2017.06.07	04:00:00	1.29016	1.29065	1.28954	1.28977	9214	0	11
2017.06.07	08:00:00	1.28977	1.29193	1.28870	1.29024	15519	0	11
2017.06.07	12:00:00	1.29022	1.29235	1.28933	1.29230	24936	0	11
2017.06.07	16:00:00	1.29229	1.29674	1.29088	1.29262	29510	0	11
2017.06.07	20:00:00	1.29257	1.29651	1.29253	1.29601	14324	0	11
2017.06.08	00:00:00	1.29601	1.29666	1.29543	1.29603	9775	0	11
2017.06.08	04:00:00	1.29600	1.29629	1.29517	1.29520	9255	0	11
2017.06.08	08:00:00	1.29520	1.29770	1.29492	1.29606	17400	0	11
2017.06.08	12:00:00	1.29606	1.29647	1.29147	1.29229	27054	0	11
2017.06.08	16:00:00	1.29224	1.29535	1.29075	1.29368	27664	0	11
2017.06.08	20:00:00	1.29368	1.29588	1.29234	1.29495	11913	0	11
2017.06.09	00:00:00	1.27660	1.28272	1.26927	1.27357	39192	0	11
2017.06.09	04:00:00	1.27356	1.28020	1.27291	1.27616	26482	0	11
2017.06.09	08:00:00	1.27617	1.27627	1.26348	1.27180	41478	0	11
2017.06.09	12:00:00	1.27182	1.27791	1.27058	1.27228	26722	0	11
2017.06.09	16:00:00	1.27233	1.27485	1.27177	1.27393	19411	0	11
2017.06.09	20:00:00	1.27392	1.27457	1.27059	1.27130	13999	0	11
2017.06.12	00:00:00	1.27091	1.27477	1.27091	1.27431	12653	0	11
2017.06.12	04:00:00	1.27432	1.27690	1.27364	1.27526	9263	0	11
2017.06.12	08:00:00	1.27525	1.27687	1.27245	1.27300	17463	0	11
2017.06.12	12:00:00	1.27303	1.27322	1.26583	1.26740	22284	0	11
2017.06.12	16:00:00	1.26742	1.26835	1.26432	1.26501	21965	0	11
2017.06.12	20:00:00	1.26500	1.26630	1.26380	1.26575	10181	0	11
2017.06.13	00:00:00	1.26533	1.26787	1.26533	1.26631	10475	0	11
2017.06.13	04:00:00	1.26632	1.26647	1.26434	1.26547	12555	0	11
2017.06.13	08:00:00	1.26545	1.27171	1.26413	1.26987	20534	0	11
2017.06.13	12:00:00	1.26986	1.27372	1.26971	1.27212	19035	0	11
2017.06.13	16:00:00	1.27211	1.27551	1.27092	1.27435	19055	0	11
2017.06.13	20:00:00	1.27435	1.27563	1.27418	1.27519	9651	0	11
2017.06.14	00:00:00	1.27473	1.27558	1.27419	1.27476	9766	0	11
2017.06.14	04:00:00	1.27477	1.27520	1.27435	1.27461	9938	0	11
2017.06.14	08:00:00	1.27464	1.27962	1.27316	1.27409	22360	0	11
2017.06.14	12:00:00	1.27412	1.27904	1.27229	1.27881	23730	0	11
2017.06.14	16:00:00	1.27881	1.28173	1.27616	1.27942	28132	0	11
2017.06.14	20:00:00	1.27940	1.28140	1.27292	1.27501	28731	0	11
2017.06.15	00:00:00	1.27525	1.27602	1.27427	1.27519	10724	0	11
2017.06.15	04:00:00	1.27519	1.27577	1.27396	1.27460	10517	0	11
2017.06.15	08:00:00	1.27460	1.27498	1.27016	1.27049	19452	0	11
2017.06.15	12:00:00	1.27049	1.27950	1.26899	1.27387	31355	0	11
2017.06.15	16:00:00	1.27387	1.27722	1.27328	1.27569	22694	0	11
2017.06.15	20:00:00	1.27570	1.27648	1.27496	1.27545	11213	0	11
2017.06.16	00:00:00	1.27496	1.27746	1.27493	1.27727	9956	0	11
2017.06.16	04:00:00	1.27726	1.27853	1.27593	1.27693	11325	0	11
2017.06.16	08:00:00	1.27693	1.27837	1.27581	1.27666	17596	0	11
2017.06.16	12:00:00	1.27668	1.27959	1.27595	1.27764	16154	0	11
2017.06.16	16:00:00	1.27766	1.28052	1.27608	1.27839	19734	0	11
2017.06.16	20:00:00	1.27838	1.27987	1.27726	1.27768	9336	0	11
2017.06.19	00:00:00	1.27700	1.27815	1.27573	1.27692	10695	0	11
2017.06.19	04:00:00	1.27692	1.27809	1.27631	1.27717	7268	0	11
2017.06.19	08:00:00	1.27719	1.28079	1.27658	1.28037	17264	0	11
2017.06.19	12:00:00	1.28038	1.28141	1.27628	1.27691	18144	0	11
2017.06.19	16:00:00	1.27691	1.27719	1.27230	1.27437	21681	0	11
2017.06.19	20:00:00	1.27437	1.27439	1.27269	1.27364	8140	0	11
2017.06.20	00:00:00	1.27364	1.27383	1.27232	1.27281	7279	0	11
2017.06.20	04:00:00	1.27279	1.27408	1.27274	1.27367	7695	0	11
2017.06.20	08:00:00	1.27368	1.27577	1.26673	1.26915	20790	0	11
